celebrity_name,season,season_rule,placement,results,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week1_total_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week2_total_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week3_total_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week4_total_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week5_total_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week6_total_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week7_total_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week8_total_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week9_total_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week10_total_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week11_total_score
Mary Lou Retton,27,Percentage,9,Eliminated Week 6,6.5,7.0,6.5,,20.0,8.0,7.5,7.5,,23.0,8.0,8.0,8.0,,24.0,9.0,8.0,9.0,,26.0,9.0,8.0,8.0,,25.0,8.0,8.0,8.0,,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
DeMarcus Ware,27,Percentage,7,Eliminated Week 7,8.0,7.0,8.0,,23.0,8.0,7.5,8.0,,23.5,9.0,8.0,9.0,,26.0,7.0,7.0,8.0,,22.0,9.0,8.0,9.0,,26.0,8.0,9.0,9.0,,26.0,9.0,8.5,9.0,,26.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
Nikki Glaser,27,Percentage,13,Eliminated Week 1,6.0,5.5,6.0,,17.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
Bobby Bones,27,Percentage,1,1st Place,7.0,6.0,7.0,,20.0,7.0,6.0,6.5,,19.5,8.0,7.0,8.0,,23.0,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,8.0,7.0,7.0,,22.0,9.0,8.5,9.0,,26.5,7.5,7.5,7.5,,22.5,9.0,9.0,9.0,,27.0,,,,,0.0,,,,,0.0
Tinashe,27,Percentage,10,Eliminated Week 4,8.0,7.0,8.0,,23.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,9.0,8.0,9.0,,26.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
Alexis Ren,27,Percentage,4,4th Place,7.0,7.5,7.5,,22.0,8.0,8.5,8.0,,24.5,9.0,8.0,9.0,,26.0,8.0,8.0,9.0,,25.0,10.0,9.0,10.0,,29.0,9.0,9.0,9.0,,27.0,9.0,9.0,9.5,,27.5,9.5,9.5,10.0,,29.0,9.5,9.5,9.5,,28.5,,,,,0.0,,,,,0.0
Joe Amabile,27,Percentage,6,Eliminated Week 8,5.0,4.0,5.0,,14.0,5.5,6.0,6.0,,17.5,6.0,6.0,6.0,,18.0,5.0,5.0,5.0,,15.0,6.0,5.0,6.0,,17.0,8.0,7.0,7.0,,22.0,8.0,7.5,8.0,,23.5,8.0,7.5,7.5,,23.0,0.0,0.0,0.0,,0.0,,,,,0.0,,,,,0.0
Kate Flannery,28,Ranking_JudgeSave,7,Eliminated Week 8,5.0,5.0,5.0,,15.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,7.0,7.0,6.0,6.0,26.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,8.0,8.0,8.0,,24.0,8.6666,8.6666,8.6666,,25.9998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
James Van Der Beek,28,Ranking_JudgeSave,5,Eliminated Week 10,7.0,7.0,7.0,,21.0,7.0,6.0,7.0,,20.0,8.0,7.0,8.0,,23.0,7.0,7.0,7.0,7.0,28.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,9.0,9.0,9.0,,27.0,10.6666,10.6666,10.6666,,31.9998,9.0,8.5,9.5,9.0,36.0,8.5,8.5,8.5,,25.5,0.0,0.0,0.0,,0.0
Kel Mitchell,28,Ranking_JudgeSave,2,2nd Place,6.0,5.0,5.0,,16.0,7.0,6.0,7.0,,20.0,7.0,6.0,7.0,,20.0,8.0,8.0,8.0,8.0,32.0,9.0,8.0,9.0,,26.0,9.0,8.0,9.0,,26.0,8.5,8.5,8.5,,25.5,9.6666,9.6666,10.6666,,29.9998,9.0,9.0,9.5,9.5,37.0,9.5,9.5,9.5,,28.5,10.0,9.5,10.0,,29.5
Ray Lewis,28,Ranking_JudgeSave,11,Withdrew,5.0,5.0,5.0,,15.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Lamar Odom,28,Ranking_JudgeSave,10,Eliminated Week 4,5.0,3.0,3.0,,11.0,4.0,4.0,4.0,,12.0,4.0,4.0,4.0,,12.0,5.0,7.0,4.0,4.0,20.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Sailor Brinkley-Cook,28,Ranking_JudgeSave,9,Eliminated Week 6,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,7.0,8.0,8.0,,23.0,7.0,8.0,8.0,8.0,31.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Sean Spicer,28,Ranking_JudgeSave,6,Eliminated Week 9,4.0,4.0,4.0,,12.0,6.0,5.0,5.0,,16.0,5.0,5.0,5.0,,15.0,5.0,6.0,5.0,5.0,21.0,7.0,6.0,6.0,,19.0,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,7.0,7.0,6.0,,20.0,6.5,6.0,6.5,6.0,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Mary Wilson,28,Ranking_JudgeSave,12,Eliminated Week 2,6.0,5.0,6.0,,17.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Lauren Alaina,28,Ranking_JudgeSave,4,4th Place,7.0,6.0,6.0,,19.0,6.0,6.0,7.0,,19.0,6.0,7.0,7.0,,20.0,8.0,8.0,8.0,8.0,32.0,8.0,7.0,8.0,,23.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,8.0,8.0,8.0,,24.0,9.0,9.0,8.5,8.5,35.0,9.0,9.0,9.0,,27.0,9.5,9.5,9.5,,28.5
Ally Brooke,28,Ranking_JudgeSave,3,3rd Place,5.0,5.0,6.0,,16.0,7.0,6.0,7.0,,20.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,8.0,32.0,9.0,9.0,9.0,,27.0,8.0,9.0,8.0,,25.0,9.0,9.0,9.0,,27.0,10.0,10.0,10.0,,30.0,10.0,10.0,10.0,10.0,40.0,10.0,9.5,10.0,,29.5,10.0,10.0,10.0,,30.0
Karamo Brown,28,Ranking_JudgeSave,8,Eliminated Week 7,6.0,5.0,6.0,,17.0,7.0,5.0,7.0,,19.0,5.0,5.0,6.0,,16.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,,21.0,9.0,8.0,8.0,,25.0,8.5,8.0,8.0,,24.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Hannah Brown,28,Ranking_JudgeSave,1,1st Place,7.0,7.0,6.0,,20.0,8.0,8.0,8.0,,24.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,8.0,32.0,9.0,7.0,9.0,,25.0,8.0,8.0,8.0,,24.0,8.5,9.0,8.5,,26.0,10.6666,9.6666,10.6666,,30.9998,9.0,8.5,9.0,9.0,35.5,9.0,9.0,9.0,,27.0,10.0,9.5,9.5,,29.0
Anne Heche,29,Ranking_JudgeSave,13,Eliminated Week 4,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,5.0,5.0,5.0,,15.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Jesse Metcalfe,29,Ranking_JudgeSave,12,Eliminated Week 5,6.0,6.0,6.0,,18.0,7.0,7.0,6.0,,20.0,7.0,6.0,7.0,,20.0,7.0,7.0,7.0,,21.0,7.0,6.0,6.0,,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Chrishell Stause,29,Ranking_JudgeSave,8,Eliminated Week 8,4.0,5.0,4.0,,13.0,6.0,6.0,6.0,,18.0,7.0,7.0,8.0,,22.0,7.0,8.0,7.0,,22.0,6.0,6.0,7.0,,19.0,8.0,8.0,8.0,,24.0,9.0,9.0,8.0,,26.0,9.0,9.0,9.0,,27.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Skai Jackson,29,Ranking_JudgeSave,5,Eliminated Week 10,7.0,7.0,7.0,,21.0,5.0,5.0,5.0,,15.0,6.0,6.0,6.0,,18.0,10.0,9.0,9.0,,28.0,8.0,8.0,8.0,,24.0,6.0,6.0,6.0,,18.0,9.0,9.0,9.0,,27.0,8.6666,9.6666,8.6666,,26.9998,9.6666,9.6666,9.6666,,28.9998,9.5,9.5,9.5,,28.5,0.0,0.0,0.0,,0.0
Justina Machado,29,Ranking_JudgeSave,4,4th Place,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,7.0,6.0,6.0,,19.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,9.0,9.0,8.0,,26.0,9.6666,9.6666,9.6666,,28.9998,8.6666,8.6666,8.6666,,25.9998,9.5,10.0,9.5,,29.0,10.0,10.0,10.0,,30.0
Charles Oakley,29,Ranking_JudgeSave,15,Eliminated Week 2,4.0,4.0,4.0,,12.0,5.0,5.0,5.0,,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Veron Davis,29,Ranking_JudgeSave,11,Eliminated Week 6,5.0,6.0,6.0,,17.0,6.0,6.0,6.0,,18.0,8.0,7.0,7.0,,22.0,8.0,7.0,7.0,,22.0,7.0,7.0,7.0,,21.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Johnny Weir,29,Ranking_JudgeSave,6,Eliminated Week 10,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,10.0,10.0,9.0,,29.0,7.0,8.0,7.0,,22.0,9.0,9.0,9.0,,27.0,10.0,10.0,10.0,,30.0,10.0,10.0,10.0,,30.0,9.5,9.5,9.5,,28.5,0.0,0.0,0.0,,0.0
Nev Schulman,29,Ranking_JudgeSave,2,2nd Place,7.0,7.0,6.0,,20.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,8.0,9.0,9.0,,26.0,9.0,9.0,8.0,,26.0,10.0,10.0,10.0,,30.0,10.0,10.0,10.0,,30.0,9.6666,9.6666,9.6666,,28.9998,10.0,10.0,10.0,,30.0,10.0,10.0,10.0,,30.0
AJ McLean,29,Ranking_JudgeSave,7,Eliminated Week 9,6.0,6.0,6.0,,18.0,7.0,6.0,6.0,,19.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,9.0,8.0,9.0,,26.0,9.0,9.0,9.0,,27.0,7.6666,8.6666,8.6666,,24.9998,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Nelly,29,Ranking_JudgeSave,3,3rd Place,5.0,5.0,6.0,,16.0,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.0,9.0,9.0,,27.0,8.0,8.0,8.0,,24.0,8.0,8.0,8.0,,24.0,9.5,9.0,9.5,,28.0,9.5,9.5,9.5,,28.5
Kaitlyn Bristowe,29,Ranking_JudgeSave,1,1st Place,6.0,7.0,7.0,,20.0,7.0,8.0,7.0,,22.0,8.0,7.0,8.0,,23.0,9.0,8.0,8.0,,25.0,9.0,9.0,9.0,,27.0,9.0,9.0,9.0,,27.0,7.0,9.0,8.0,,24.0,9.0,10.0,9.0,,28.0,10.0,10.0,10.0,,30.0,10.0,10.0,10.0,,30.0,10.0,10.0,10.0,,30.0
Carole Baskin,29,Ranking_JudgeSave,14,Eliminated Week 3,4.0,4.0,3.0,,11.0,6.0,5.0,5.0,,16.0,5.0,4.0,3.0,,12.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Monica Aldama,29,Ranking_JudgeSave,10,Eliminated Week 7,6.0,7.0,6.0,,19.0,5.0,6.0,5.0,,16.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,9.0,9.0,8.0,,26.0,9.0,9.0,9.0,,27.0,7.0,8.0,7.0,,22.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Jeannie Mai,29,Ranking_JudgeSave,9,Withdrew,6.0,6.0,6.0,,18.0,6.0,6.0,6.0,,18.0,7.0,7.0,8.0,,22.0,7.0,7.0,7.0,,21.0,8.0,8.0,8.0,,24.0,8.0,8.0,9.0,,25.0,8.0,9.0,8.0,,25.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0
Martin Kove,30,Ranking_JudgeSave,15,Eliminated Week 2,4.0,3.0,3.0,3.0,13.0,4.0,3.0,4.0,4.0,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Brian Austin Green,30,Ranking_JudgeSave,13,Eliminated Week 4,6.0,6.0,6.0,6.0,24.0,6.0,5.0,6.0,6.0,23.0,7.0,6.0,6.0,,19.0,6.5,6.0,7.0,6.5,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Melora Hardin,30,Ranking_JudgeSave,6,Eliminated Week 9,7.0,6.0,7.0,6.0,26.0,7.0,6.0,7.0,7.0,27.0,8.0,7.0,8.0,,23.0,9.0,9.5,9.0,9.0,36.5,9.0,9.0,9.0,9.0,36.0,8.0,9.0,8.0,9.0,34.0,9.5,9.5,9.5,9.5,38.0,10.5,10.5,10.5,10.5,42.0,8.5,9.5,9.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Matt James,30,Ranking_JudgeSave,12,Eliminated Week 4,6.0,6.0,6.0,6.0,24.0,5.0,5.0,6.0,6.0,22.0,7.0,6.0,7.0,,20.0,7.0,6.5,7.5,7.5,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
"Mike ""The Miz"" Mizanin",30,Ranking_JudgeSave,9,Eliminated Week 7,6.0,6.0,6.0,6.0,24.0,7.0,5.0,7.0,7.0,26.0,7.0,7.0,8.0,,22.0,8.5,7.5,8.5,8.0,32.5,8.0,8.0,8.0,8.0,32.0,9.0,8.0,9.0,8.0,34.0,8.0,8.0,8.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Suni Lee,30,Ranking_JudgeSave,5,Eliminated Week 9,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,,21.0,8.5,8.0,9.0,8.5,34.0,9.0,9.0,9.0,9.0,36.0,9.0,9.0,9.0,9.0,36.0,8.25,8.25,8.25,9.25,34.0,10.5,10.5,10.5,10.5,42.0,10.0,9.0,9.5,9.0,37.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Iman Shumpert,30,Ranking_JudgeSave,1,1st Place,7.0,4.0,5.0,5.0,21.0,7.0,6.0,6.0,6.0,25.0,7.0,6.0,6.0,,19.0,8.5,6.5,8.5,8.0,31.5,7.0,7.0,7.0,7.0,28.0,10.0,10.0,10.0,10.0,40.0,9.5,7.5,8.5,8.5,34.0,9.0,8.0,9.0,9.0,35.0,9.5,9.0,10.0,9.0,37.5,10.0,10.0,10.0,10.0,40.0,,,,,0.0
Cody Rigsby,30,Ranking_JudgeSave,3,3rd Place,6.0,6.0,6.0,6.0,24.0,6.0,6.0,6.0,6.0,24.0,6.0,6.0,6.0,,18.0,7.5,6.5,7.5,7.5,29.0,8.0,8.0,8.0,8.0,32.0,9.0,9.0,9.0,9.0,36.0,8.5,8.5,9.5,9.5,36.0,10.0,10.0,9.0,9.0,38.0,9.0,9.0,8.5,9.0,35.5,9.5,9.5,9.5,9.5,38.0,,,,,0.0
Melanie C,30,Ranking_JudgeSave,11,Eliminated Week 5,7.0,7.0,6.0,7.0,27.0,7.0,7.0,8.0,8.0,30.0,7.0,7.0,8.0,,22.0,8.0,8.0,8.5,8.5,33.0,9.0,9.0,9.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Jimmie Allen,30,Ranking_JudgeSave,7,Eliminated Week 8,6.0,5.0,6.0,5.0,22.0,7.0,6.0,7.0,7.0,27.0,6.0,6.0,8.0,,20.0,8.5,7.5,8.5,8.0,32.5,8.0,8.0,9.0,9.0,34.0,10.0,9.0,10.0,9.0,38.0,9.0,9.0,10.0,10.0,38.0,8.0,8.0,8.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Olivia Jade,30,Ranking_JudgeSave,8,Eliminated Week 8,7.0,6.0,6.0,6.0,25.0,7.0,6.0,7.0,7.0,27.0,8.0,8.0,8.0,,24.0,8.0,9.0,9.0,9.0,35.0,9.0,9.0,9.0,9.0,36.0,9.0,9.0,9.0,9.0,36.0,11.0,9.0,11.0,11.0,42.0,9.0,9.0,9.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
JoJo Siwa,30,Ranking_JudgeSave,2,2nd Place,8.0,7.0,7.0,7.0,29.0,8.0,8.0,7.0,8.0,31.0,8.0,8.0,8.0,,24.0,8.5,8.5,9.0,9.0,35.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,40.0,10.0,9.0,10.0,10.0,39.0,10.5,9.5,10.5,10.5,41.0,10.0,10.0,10.0,10.0,40.0,10.0,10.0,10.0,10.0,40.0,,,,,0.0
Christine Chiu,30,Ranking_JudgeSave,14,Eliminated Week 3,6.0,7.0,6.0,6.0,25.0,6.0,6.0,6.0,6.0,24.0,7.0,7.0,7.0,,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Kenya Moore,30,Ranking_JudgeSave,10,Eliminated Week 6,7.0,6.0,6.0,7.0,26.0,6.0,6.0,6.0,6.0,24.0,7.0,7.0,7.0,,21.0,7.0,7.0,8.0,7.5,29.5,9.0,9.0,9.0,9.0,36.0,8.0,8.0,8.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Amanda Kloots,30,Ranking_JudgeSave,4,4th Place,7.0,7.0,7.0,7.0,28.0,8.0,8.0,8.0,8.0,32.0,8.0,8.0,8.0,,24.0,8.5,8.5,8.5,8.5,34.0,10.0,10.0,9.0,10.0,39.0,9.0,9.0,10.0,10.0,38.0,8.25,8.25,8.25,9.25,34.0,10.5,10.5,10.5,10.5,42.0,9.5,10.0,10.0,10.0,39.5,9.5,10.0,9.5,10.0,39.0,,,,,0.0
Jason Lewis,31,Ranking_JudgeSave,16,Eliminated Week 1,5.0,4.0,4.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Cheryl Ladd,31,Ranking_JudgeSave,14,Eliminated Week 3,6.0,5.0,5.0,5.0,21.0,5.0,6.0,5.0,5.0,21.0,6.0,6.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Selma Blair,31,Ranking_JudgeSave,12,Withdrew,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,7.0,28.0,7.0,7.0,7.0,7.0,28.0,8.0,8.0,8.0,8.0,32.0,10.0,10.0,10.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Joseph Baena,31,Ranking_JudgeSave,11,Eliminated Week 5,6.0,5.0,6.0,6.0,23.0,6.0,6.0,6.0,6.0,24.0,8.0,7.0,7.0,7.0,29.0,7.0,7.0,7.0,7.0,28.0,9.0,8.5,9.0,8.5,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Trevor Donovan,31,Ranking_JudgeSave,6,Eliminated Week 9,5.0,5.0,5.0,6.0,21.0,7.0,7.0,8.0,8.0,30.0,7.0,6.0,7.0,7.0,27.0,7.0,7.0,7.0,7.0,28.0,9.0,9.0,9.0,9.0,36.0,9.0,8.0,8.0,9.0,34.0,10.0,9.0,10.0,10.0,39.0,9.25,10.25,9.25,10.25,39.0,8.5,8.0,8.0,8.0,32.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Daniel Durant,31,Ranking_JudgeSave,5,Eliminated Week 9,7.0,6.0,7.0,7.0,27.0,7.0,7.0,7.0,8.0,29.0,8.0,7.0,8.0,8.0,31.0,7.0,7.0,7.0,8.0,29.0,8.125,8.125,8.625,8.625,33.5,9.0,8.0,8.0,9.0,34.0,9.0,8.5,9.5,9.5,36.5,10.0,9.0,10.0,10.0,39.0,9.0,8.0,9.0,8.5,34.5,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Wayne Brady,31,Ranking_JudgeSave,3,3rd Place,7.0,7.0,7.0,8.0,29.0,8.0,8.0,8.0,8.0,32.0,8.0,8.0,8.0,9.0,33.0,9.0,9.0,9.0,9.0,36.0,10.125,10.125,10.125,10.625,41.0,8.0,9.0,8.0,9.0,34.0,9.5,9.0,9.5,10.0,38.0,11.25,11.25,11.25,11.25,45.0,9.5,9.0,9.0,9.0,36.5,9.5,9.5,9.5,9.5,38.0,,,,,0.0
Sam Champion,31,Ranking_JudgeSave,13,Eliminated Week 4,5.0,5.0,5.0,5.0,20.0,6.0,6.0,7.0,7.0,26.0,6.0,6.0,6.0,7.0,25.0,7.0,6.0,6.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Jessie James Decker,31,Ranking_JudgeSave,10,Eliminated Week 6,5.0,5.0,5.0,5.0,20.0,7.0,6.0,6.0,6.0,25.0,6.0,6.0,7.0,7.0,26.0,8.0,7.0,8.0,8.0,31.0,8.875,8.875,9.375,8.875,36.0,8.0,8.0,8.0,8.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
Jordin Sparks,31,Ranking_JudgeSave,9,Eliminated Week 7,7.0,6.0,6.0,7.0,26.0,7.0,6.0,7.0,7.0,27.0,7.0,7.0,7.0,8.0,29.0,9.0,8.0,8.0,9.0,34.0,8.875,8.375,8.875,9.375,35.5,9.0,8.0,8.0,9.0,34.0,8.5,9.0,8.5,8.5,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0
